source_file,source_path,split_label,timestamp,Time,wtime,pss,rss,swap,vmem,rchar,read_bytes,wchar,write_bytes,rx_bytes,rx_packets,tx_bytes,tx_packets,stime,utime,nprocs,nthreads,weak_label,Avg,HW,Max,prmon,max_pss,cpu,threads,iforest_raw_prediction,iforest_decision_function,iforest_score_samples,anomaly_flag,anomaly_score,threshold
anomaly_io_1.csv,../dataset/anomalies/anomaly_io_1.csv,anomaly_file,1771974656,1771974656.0,104.0,1556.0,10448.0,0.0,1205200.0,6592.0,0.0,9379237975.0,9379237888.0,245991.0,1444.0,464749.0,1601.0,84.0,12.0,4.0,20.0,1,,,,,,,,-1,-0.024130477952879814,-0.575082684770284,1,0.024130477952879814,0.5509522068174042
anomaly_io_1.csv,../dataset/anomalies/anomaly_io_1.csv,anomaly_file,1771974658,1771974658.0,106.0,1551.0,10448.0,0.0,1205200.0,6592.0,0.0,9541660759.0,9541660672.0,248963.0,1467.0,483237.0,1628.0,86.0,12.0,4.0,20.0,1,,,,,,,,-1,-0.02370070822283543,-0.5746529150402396,1,0.02370070822283543,0.5509522068174042
anomaly_io_1.csv,../dataset/anomalies/anomaly_io_1.csv,anomaly_file,1771974660,1771974660.0,108.0,1555.0,10448.0,0.0,1205200.0,6592.0,0.0,9721811031.0,9721810944.0,250497.0,1479.0,485409.0,1642.0,87.0,12.0,4.0,20.0,1,,,,,,,,-1,-0.023719885741298574,-0.5746720925587028,1,0.023719885741298574,0.5509522068174042
anomaly_io_1.csv,../dataset/anomalies/anomaly_io_1.csv,anomaly_file,1771974662,1771974662.0,110.0,1551.0,10448.0,0.0,1205200.0,6592.0,0.0,9882959959.0,9882959872.0,254290.0,1507.0,489716.0,1671.0,89.0,13.0,4.0,20.0,1,,,,,,,,-1,-0.025576535609409756,-0.576528742426814,1,0.025576535609409756,0.5509522068174042
anomaly_io_1.csv,../dataset/anomalies/anomaly_io_1.csv,anomaly_file,1771974664,1771974664.0,112.0,1556.0,10448.0,0.0,1205200.0,6592.0,0.0,10053865559.0,10053865472.0,260191.0,1537.0,509663.0,1708.0,90.0,13.0,4.0,20.0,1,,,,,,,,-1,-0.030817920949165356,-0.5817701277665696,1,0.030817920949165356,0.5509522068174042
anomaly_io_1.csv,../dataset/anomalies/anomaly_io_1.csv,anomaly_file,1771974666,1771974666.0,114.0,1553.0,10448.0,0.0,1205200.0,6592.0,0.0,10233921623.0,10233921536.0,270911.0,1643.0,1852713.0,1807.0,92.0,13.0,4.0,20.0,1,,,,,,,,-1,-0.03819648503332407,-0.5891486918507283,1,0.03819648503332407,0.5509522068174042
anomaly_io_1.csv,../dataset/anomalies/anomaly_io_1.csv,anomaly_file,1771974668,1771974668.0,116.0,1555.0,10448.0,0.0,1205200.0,6592.0,0.0,10414305367.0,10414305280.0,275346.0,1677.0,1857312.0,1844.0,94.0,13.0,4.0,20.0,1,,,,,,,,-1,-0.04292266656099586,-0.5938748733784001,1,0.04292266656099586,0.5509522068174042
anomaly_io_1.csv,../dataset/anomalies/anomaly_io_1.csv,anomaly_file,1771974670,1771974670.0,118.0,1551.0,10448.0,0.0,1205200.0,6592.0,0.0,10594586711.0,10594586624.0,281359.0,1709.0,1878007.0,1884.0,95.0,14.0,4.0,20.0,1,,,,,,,,-1,-0.04506421513559411,-0.5960164219529983,1,0.04506421513559411,0.5509522068174042
anomaly_io_1.csv,../dataset/anomalies/anomaly_io_1.csv,anomaly_file,1771974672,1771974672.0,120.0,1556.0,10448.0,0.0,1205200.0,6592.0,0.0,10775130199.0,10775130112.0,284876.0,1733.0,1881886.0,1909.0,97.0,14.0,4.0,20.0,1,,,,,,,,-1,-0.045477017048199064,-0.5964292238656033,1,0.045477017048199064,0.5509522068174042
anomaly_io_1.csv,../dataset/anomalies/anomaly_io_1.csv,anomaly_file,1771974674,1771974674.0,122.0,1551.0,10448.0,0.0,1205200.0,6592.0,0.0,10954797143.0,10954797056.0,287321.0,1754.0,1884681.0,1932.0,98.0,14.0,4.0,20.0,1,,,,,,,,-1,-0.0478445235479551,-0.5987967303653593,1,0.0478445235479551,0.5509522068174042
