Time,wtime,pss,rss,swap,vmem,rchar,read_bytes,wchar,write_bytes,rx_bytes,rx_packets,tx_bytes,tx_packets,stime,utime,nprocs,nthreads
1771975138,586,1582,10704,0,1205200,15290292672,14912008192,32768000087,32768000000,1390221,8229,5342423,9128,421,64,4,16
1771975140,588,1580,10704,0,1205200,15405451712,15027351552,32768000087,32768000000,1395812,8257,5362404,9163,422,64,4,16
1771975142,590,1581,10704,0,1205200,15520606656,15142694912,32768000087,32768000000,1399329,8281,5366283,9188,422,64,4,16
1771975144,592,1581,10704,0,1205200,15635900864,15257513984,32768000087,32768000000,1401173,8295,5368421,9204,423,64,4,16
1771975146,594,1580,10704,0,1205200,15751215552,15373119488,32768000087,32768000000,1405362,8309,5371408,9222,424,65,4,16
1771975148,596,1581,10704,0,1205200,15866694080,15488724992,32768000087,32768000000,1411236,8354,5401990,9272,425,65,4,16
1771975150,598,1585,10704,0,1205200,15982029248,15603806208,32768000087,32768000000,1412770,8366,5404162,9286,426,65,4,16
1771975152,600,1583,10704,0,1205200,16097102272,15719018496,32768000087,32768000000,1416286,8390,5408040,9311,427,65,4,16
1771975154,602,1583,10704,0,1205200,16212466112,15834492928,32768000087,32768000000,1422789,8427,5428645,9355,428,65,4,16
1771975156,604,1293,8296,0,903900,16327739840,15949574144,32768000087,32768000000,1424376,8438,5430606,9368,429,65,3,15
1771975158,606,1294,8296,0,903900,16443034048,16065048576,32768000087,32768000000,1428462,8468,5434846,9399,430,66,3,15
1771975160,608,1293,8296,0,903900,16558332352,16180129792,32768000087,32768000000,1432893,8486,5438227,9421,430,66,3,15
1771975162,610,1296,8296,0,903900,16673274304,16295342080,32768000087,32768000000,1437636,8521,5458772,9460,431,66,3,15
1771975164,612,1293,8296,0,903900,16788634048,16370733056,32768000087,32768000000,1439546,8536,5461004,9477,432,66,3,15
1771975166,614,1293,8296,0,903900,16904178112,16423051264,32768000087,32768000000,1440838,8544,5462782,9487,433,66,3,15
1771975168,616,1294,8296,0,903900,17019500992,16475578368,32768000087,32768000000,1448035,8583,5468439,9529,434,66,3,15
1771975170,618,1293,8296,0,903900,17134807488,16566345728,32768000087,32768000000,1451705,8616,5488535,9568,435,66,3,15
1771975172,620,1296,8296,0,903900,17249970624,16678420480,32768000087,32768000000,1455999,8650,5493267,9601,436,67,3,15
1771975174,622,1296,8296,0,903900,17365072320,16791306240,32768000087,32768000000,1458417,8671,5496019,9624,436,67,3,15
1771975176,624,1296,8296,0,903900,17480464832,16905494528,32768000087,32768000000,1464268,8701,5516098,9660,437,67,3,15
1771975178,626,1293,8296,0,903900,17595521472,17017835520,32768000087,32768000000,1468996,8739,5520948,9698,438,67,3,15
1771975180,628,1293,8296,0,903900,17710803392,17133305856,32768000087,32768000000,1470828,8754,5523306,9715,439,67,3,15
1771975182,630,1293,8296,0,903900,17825917376,17247715328,32768000087,32768000000,1478743,8799,5545421,9765,440,67,3,15
1771975184,632,1293,8296,0,903900,17940933056,17360461824,32768000087,32768000000,1480604,8813,5547560,9781,441,68,3,15
1771975186,634,1296,8296,0,903900,18056251840,17475641344,32768000087,32768000000,1481896,8821,5549338,9791,442,68,3,15
1771975188,636,1296,8296,0,903900,18171582912,17590775808,32768000087,32768000000,1488861,8857,5554785,9830,443,68,3,15
1771975190,638,1293,8296,0,903900,18286647744,17704632320,32768000087,32768000000,1491555,8879,5573557,9857,443,68,3,15
1771975192,640,1293,8296,0,903900,18401806784,17819578368,32768000087,32768000000,1495072,8903,5577436,9882,444,68,3,15
1771975194,642,1274,8296,0,903900,18516937152,17934913536,32768000087,32768000000,1507908,8952,5586412,9937,445,68,3,15
1771975196,644,1293,8296,0,903900,18632051136,18049863680,32768000087,32768000000,1534190,9042,5618141,10019,446,69,3,15
1771975198,646,1296,8296,0,903900,18747406784,18164637696,32768000087,32768000000,1538259,9072,5622380,10050,447,69,3,15
1771975200,648,1293,8296,0,903900,18862471616,18279350272,32768000087,32768000000,1539793,9084,5624552,10064,448,69,3,15
1771975202,650,1293,8296,0,903900,18977606080,18393468928,32768000087,32768000000,1547367,9124,5646240,10110,449,69,3,15
1771975204,652,1293,8296,0,903900,19092888000,18509074432,32768000087,32768000000,1549211,9138,5648378,10126,450,69,3,15
1771975206,654,1296,8296,0,903900,19207973312,18624024576,32768000087,32768000000,1550503,9146,5650156,10136,451,69,3,15
1771975208,656,1293,8296,0,903900,19323263424,18739236864,32768000087,32768000000,1558192,9188,5665425,10182,451,70,3,15
1771975210,658,1293,8296,0,903900,19438434752,18854318080,32768000087,32768000000,1560886,9210,5684197,10209,452,70,3,15
1771975212,660,1296,8296,0,903900,19553147328,18969006080,32768000087,32768000000,1564490,9235,5688141,10235,453,70,3,15
1771975214,662,1296,8296,0,903900,19668498880,19084480512,32768000087,32768000000,1566936,9256,5690937,10258,454,70,3,15
1771975216,664,1293,8296,0,903900,19783772608,19199692800,32768000087,32768000000,1572580,9283,5710707,10292,455,70,3,15
1771975218,666,1294,8296,0,903900,19899173312,19315036160,32768000087,32768000000,1576665,9313,5714946,10323,456,70,3,15
1771975220,668,1293,8296,0,903900,20014496192,19430379520,32768000087,32768000000,1578199,9325,5717118,10337,457,71,3,15
1771975222,670,1296,8296,0,903900,20129352128,19545198592,32768000087,32768000000,1585839,9366,5738806,10383,458,71,3,15
1771975224,672,1293,8296,0,903900,20236360128,19651698688,32768000087,32768000000,1587839,9382,5741038,10400,458,71,3,15
1771975226,674,1296,8296,0,903900,20302703040,19717947392,32768000087,32768000000,1589131,9390,5742816,10410,459,71,3,15
1771975228,676,1296,8296,0,903900,20363860416,19779026944,32768000087,32768000000,1597344,9437,5764929,10463,459,71,3,15
1771975230,678,1296,8296,0,903900,20424993216,19840106496,32768000087,32768000000,1598878,9449,5767101,10477,460,71,3,15
1771975232,680,1276,8296,0,903900,20486142400,19901186048,32768000087,32768000000,1602670,9477,5771407,10506,461,71,3,15
1771975234,682,1293,8296,0,903900,20547283392,19962527744,32768000087,32768000000,1607345,9496,5774754,10530,461,71,3,15
1771975236,684,1293,8296,0,903900,20608481728,20023607296,32768000087,32768000000,1610285,9519,5793846,10558,462,71,3,15
1771975238,686,1293,8296,0,903900,20669544896,20084686848,32768000087,32768000000,1614498,9551,5798229,10591,462,71,3,15
1771975240,688,1296,8296,0,903900,20724545984,20139737088,32768000087,32768000000,1616587,9570,5801012,10612,463,71,3,15
1771975242,690,1293,8296,0,903900,20785670592,20200816640,32768000087,32768000000,1624059,9607,5821928,10654,463,71,3,15
1771975244,692,1296,8296,0,903900,20846803392,20261896192,32768000087,32768000000,1626585,9631,5825414,10680,464,72,3,15
1771975246,694,1294,8296,0,903900,20907911616,20323106816,32768000087,32768000000,1628429,9646,5827800,10697,464,72,3,15
1771975248,696,1296,8296,0,903900,20969007552,20384055296,32768000087,32768000000,1636060,9690,5833821,10742,465,72,3,15
1771975250,698,1293,8296,0,903900,21030148544,20445134848,32768000087,32768000000,1639309,9719,5853204,10776,466,72,3,15
1771975252,700,1294,8296,0,903900,21091293632,20506476544,32768000087,32768000000,1643121,9746,5857266,10804,466,72,3,15
1771975254,702,1307,8552,0,903900,21152098752,20567293952,32768000087,32768000000,1651396,9780,5862398,10845,467,72,3,13
1771975256,704,1323,8552,0,903900,21213256128,20628373504,32768000087,32768000000,1656745,9804,5881985,10876,468,72,3,11
1771975258,706,1324,8552,0,903900,21274356160,20689453056,32768000087,32768000000,1660814,9834,5886224,10907,469,72,3,11
1771975260,708,1319,8552,0,903900,21335460288,20750794752,32768000087,32768000000,1662348,9846,5888396,10921,469,72,3,11
1771975262,710,1323,8552,0,903900,21396646336,20811874304,32768000087,32768000000,1668933,9875,5908581,10956,470,72,3,11
1771975264,712,1323,8552,0,903900,21457832384,20872953856,32768000087,32768000000,1671766,9900,5912222,10983,470,72,3,11
1771975266,714,1321,8552,0,903900,21519022528,20934295552,32768000087,32768000000,1679992,9973,7269003,11063,471,72,3,11
1771975268,716,1323,8552,0,903900,21580229056,20995375104,32768000087,32768000000,1687559,10013,7284194,11108,471,72,3,11
1771975270,718,1321,8552,0,903900,21641390528,21056454656,32768000087,32768000000,1690319,10036,7302966,11135,472,73,3,11
1771975272,720,1323,8552,0,903900,21702605248,21117796352,32768000087,32768000000,1693835,10060,7306844,11160,472,73,3,11
1771975274,722,1322,8552,0,903900,21763799488,21179006976,32768000087,32768000000,1696279,10081,7309638,11183,473,73,3,11
1771975276,724,1322,8552,0,903900,21825137088,21240217600,32768000087,32768000000,1701923,10108,7329408,11217,474,73,3,11
1771975278,726,1323,8552,0,903900,21886286272,21301559296,32768000087,32768000000,1707005,10146,7334514,11257,474,73,3,11
1771975280,728,1322,8552,0,903900,21947431360,21362638848,32768000087,32768000000,1708539,10158,7336686,11271,475,73,3,11
1771975282,730,1320,8552,0,903900,22008555968,21423587328,32768000087,32768000000,1715562,10192,7358023,11314,475,73,3,11
1771975284,732,1323,8552,0,903900,22069742016,21484929024,32768000087,32768000000,1718298,10217,7361099,11339,476,73,3,11
1771975286,734,1065,6144,0,602600,22130891200,21546139648,32768000087,32768000000,1719590,10225,7362877,11349,476,73,2,10
1771975288,736,1065,6144,0,602600,22191995328,21607088128,32768000087,32768000000,1723658,10255,7367115,11380,477,73,2,10
1771975290,738,1067,6144,0,602600,22253107648,21668298752,32768000087,32768000000,1728724,10281,7386964,11413,477,73,2,10
1771975292,740,1067,6144,0,602600,22314269120,21729509376,32768000087,32768000000,1729774,10285,7387788,11418,478,73,2,10
1771975294,742,1066,6144,0,602600,22375434688,21790588928,32768000087,32768000000,1734228,10321,7392564,11455,479,73,2,10
1771975296,744,1065,6144,0,602600,22436604352,21851799552,32768000087,32768000000,1739999,10349,7412865,11491,479,74,2,10
1771975298,746,1065,6144,0,602600,22497688000,21912879104,32768000087,32768000000,1744067,10379,7417103,11522,480,74,2,10
1771975300,748,1065,6144,0,602600,22558734784,21973958656,32768000087,32768000000,1745601,10391,7419275,11536,480,74,2,10
1771975302,750,1067,6144,0,602600,22619855296,22034907136,32768000087,32768000000,1752186,10420,7439460,11571,481,74,2,10
1771975304,752,1067,6144,0,602600,22680902080,22096117760,32768000087,32768000000,1755294,10449,7443528,11602,481,74,2,10
1771975306,754,1067,6144,0,602600,22742055360,22157197312,32768000087,32768000000,1756586,10457,7445306,11612,482,74,2,10
1771975308,756,1066,6144,0,602600,22803175872,22218407936,32768000087,32768000000,1763551,10493,7450753,11651,482,74,2,10
1771975310,758,1067,6144,0,602600,22864312768,22279225344,32768000087,32768000000,1766245,10515,7469525,11678,483,74,2,10
1771975312,760,1067,6144,0,602600,22925392320,22340698112,32768000087,32768000000,1768424,10532,7472036,11696,484,74,2,10
1771975314,762,1053,6144,0,602600,22986516928,22401777664,32768000087,32768000000,1779253,10588,7479644,11756,484,74,2,10
1771975316,764,1067,6144,0,602600,23047637440,22462726144,32768000087,32768000000,1796044,10654,7507710,11825,485,74,2,10
1771975318,766,1067,6144,0,602600,23108741568,22523936768,32768000087,32768000000,1815272,10736,7520560,11895,485,74,2,10
1771975320,768,1067,6144,0,602600,23169882560,22585016320,32768000087,32768000000,1817361,10755,7523343,11916,486,74,2,10
1771975322,770,1067,6144,0,602600,23230994880,22646095872,32768000087,32768000000,1823423,10785,7543355,11953,486,75,2,10
1771975324,772,1067,6144,0,602600,23292119488,22707044352,32768000087,32768000000,1827323,10815,7547553,11984,487,75,2,10
1771975326,774,1067,6144,0,602600,23353223616,22768517120,32768000087,32768000000,1828615,10823,7549331,11994,488,75,2,10
1771975328,776,1067,6144,0,602600,23414368704,22829596672,32768000087,32768000000,1836304,10865,7564599,12040,488,75,2,10
1771975330,778,1065,6144,0,602600,23475489216,22890545152,32768000087,32768000000,1838998,10887,7583371,12067,489,75,2,10
1771975332,780,1065,6144,0,602600,23536568768,22951755776,32768000087,32768000000,1840622,10897,7585337,12079,489,75,2,10
1771975334,782,1067,6144,0,602600,23597627840,23012835328,32768000087,32768000000,1845236,10936,7590473,12119,490,75,2,10
1771975336,784,1066,6144,0,602600,23658805696,23073914880,32768000087,32768000000,1850880,10963,7610243,12153,490,75,2,10
1771975338,786,1067,6144,0,602600,23719913920,23134863360,32768000087,32768000000,1854965,10993,7614482,12184,491,75,2,10
1771975340,788,1065,6144,0,602600,23781009856,23196205056,32768000087,32768000000,1856565,11006,7616786,12200,492,75,2,10
1771975342,790,1067,6144,0,602600,23842195904,23257415680,32768000087,32768000000,1861960,11030,7636495,12232,492,75,2,10
1771975344,792,1066,6144,0,602600,23903328704,23318364160,32768000087,32768000000,1866203,11063,7640770,12264,493,75,2,10
1771975346,794,1066,6144,0,602600,23964379584,23379574784,32768000087,32768000000,1867495,11071,7642548,12274,493,75,2,10
1771975348,796,1067,6144,0,602600,24025455040,23440785408,32768000087,32768000000,1871563,11101,7646786,12305,494,76,2,10
1771975350,798,1066,6144,0,602600,24086571456,23501733888,32768000087,32768000000,1877154,11129,7666767,12340,494,76,2,10
1771975352,800,1052,6144,0,602600,24147655104,23562682368,32768000087,32768000000,1878844,11140,7668733,12352,495,76,2,10
1771975354,802,1065,6144,0,602600,24208738752,23623892992,32768000087,32768000000,1889924,11184,7675309,12405,495,76,2,10
1771975356,804,1067,6144,0,602600,24269855168,23685103616,32768000087,32768000000,1895273,11208,7694896,12436,496,76,2,10
1771975358,806,1065,6144,0,602600,24330959296,23746183168,32768000087,32768000000,1899485,11240,7699278,12469,497,76,2,10
1771975360,808,1067,6144,0,602600,24392137152,23807262720,32768000087,32768000000,1901019,11252,7701450,12483,497,76,2,10
1771975362,810,1065,6144,0,602600,24453188032,23868342272,32768000087,32768000000,1906836,11280,7721873,12520,498,76,2,10
1771975364,812,1065,6144,0,602600,24514324928,23929552896,32768000087,32768000000,1910924,11311,7726055,12551,498,76,2,10
1771975366,814,1063,6144,0,602600,24575482304,23990501376,32768000087,32768000000,1912216,11319,7727833,12561,499,76,2,10
1771975368,816,1067,6144,0,602600,24636606912,24051843072,32768000087,32768000000,1916284,11349,7732071,12592,499,76,2,10
1771975370,818,1067,6144,0,602600,24697752000,24113053696,32768000087,32768000000,1921875,11377,7752052,12627,500,76,2,10
1771975372,820,1065,6144,0,602600,24758880704,24174002176,32768000087,32768000000,1923499,11387,7754018,12639,500,76,2,10
1771975374,822,1065,6144,0,602600,24820079040,24235212800,32768000087,32768000000,1930198,11422,7759038,12677,501,77,2,10
1771975376,824,1066,6144,0,602600,24881220032,24296554496,32768000087,32768000000,1939064,11460,7780648,12724,502,77,2,10
1771975378,826,1067,6144,0,602600,24942287296,24357502976,32768000087,32768000000,1943408,11494,7785314,12759,502,77,2,10
1771975380,828,1065,6144,0,602600,25003366848,24418320384,32768000087,32768000000,1944942,11506,7787486,12773,503,77,2,10
1771975382,830,1065,6144,0,602600,25064466880,24479662080,32768000087,32768000000,1950018,11529,7791206,12799,503,77,2,10
1771975384,832,1066,6144,0,602600,25125550528,24540872704,32768000087,32768000000,1955576,11575,7812536,12849,504,77,2,10
1771975386,834,1067,6144,0,602600,25186609600,24601821184,32768000087,32768000000,1957371,11589,7814807,12864,504,77,2,10
1771975388,836,1065,6144,0,602600,25247685056,24662638592,32768000087,32768000000,1962817,11633,7829581,12908,505,77,2,10
1771975390,838,1067,6144,0,602600,25308785088,24723980288,32768000087,32768000000,1968897,11667,7850173,12950,506,77,2,10
1771975392,840,1065,6144,0,602600,25369876928,24785321984,32768000087,32768000000,1970816,11680,7852322,12965,506,77,2,10
1771975394,842,1066,6144,0,602600,25430997440,24846139392,32768000087,32768000000,1975313,11717,7857173,13003,507,77,2,10
1771975396,844,1065,6144,0,602600,25492015552,24906956800,32768000087,32768000000,1980891,11743,7876943,13037,507,77,2,10
1771975398,846,1067,6144,0,602600,25553226176,24968560640,32768000087,32768000000,1984976,11773,7881182,13068,508,77,2,10
1771975400,848,1065,6144,0,602600,25614412224,25029640192,32768000087,32768000000,1986510,11785,7883354,13082,508,77,2,10
1771975402,850,1066,6144,0,602600,25675553216,25090588672,32768000087,32768000000,1991551,11804,7902547,13109,509,78,2,10
1771975404,852,1065,6144,0,602600,25736743360,25152061440,32768000087,32768000000,2021787,11966,7925592,13278,509,78,2,10
1771975406,854,1067,6144,0,602600,25797745088,25213009920,32768000087,32768000000,2023757,11981,7928124,13297,510,78,2,10
1771975408,856,1066,6144,0,602600,25852705216,25267798016,32768000087,32768000000,2035243,12063,7954178,13388,510,78,2,10
1771975410,858,1065,6144,0,602600,25913780672,25328877568,32768000087,32768000000,2043079,12143,7964300,13479,511,78,2,10
1771975412,860,1065,6144,0,602600,25974798784,25390088192,32768000087,32768000000,2044722,12153,7966053,13491,512,78,2,10
1771975414,862,1065,6144,0,602600,26035861952,25451167744,32768000087,32768000000,2052797,12198,7988500,13547,512,78,2,10
1771975416,864,1065,6144,0,602600,26096933312,25511985152,32768000087,32768000000,2064319,12225,7993213,13577,513,78,2,10
1771975418,866,1067,6144,0,602600,26157967808,25572933632,32768000087,32768000000,2068766,12258,8007371,13616,513,78,2,10
1771975420,868,1066,6144,0,602600,26219055552,25634406400,32768000087,32768000000,2074159,12283,8027352,13651,514,78,2,10
1771975422,870,1067,6144,0,602600,26280139200,25695354880,32768000087,32768000000,2075209,12287,8028736,13657,514,78,2,10
1771975424,872,1065,6144,0,602600,26341276096,25756303360,32768000087,32768000000,2079255,12317,8033368,13692,515,78,2,10
1771975426,874,1067,6144,0,602600,26402392512,25817513984,32768000087,32768000000,2084894,12343,8053669,13728,515,78,2,10
1771975428,876,1067,6144,0,602600,26463533504,25878724608,32768000087,32768000000,2088764,12370,8057907,13759,516,79,2,10
1771975430,878,1066,6144,0,602600,26524621248,25939804160,32768000087,32768000000,2090166,12380,8060079,13773,517,79,2,10
1771975432,880,1067,6144,0,602600,26585700800,26000752640,32768000087,32768000000,2095207,12399,8079272,13800,517,79,2,10
1771975434,882,1052,6144,0,602600,26646862272,26062094336,32768000087,32768000000,2099385,12431,8083998,13836,518,79,2,10
1771975436,884,1067,6144,0,602600,26707995072,26123304960,32768000087,32768000000,2107025,12458,8088675,13870,518,79,2,10
1771975438,886,1066,6144,0,602600,26769160640,26184237056,32768000087,32768000000,2126072,12538,8118565,13952,519,79,2,10
1771975440,888,1067,6144,0,602600,26830166464,26245300224,32768000087,32768000000,2142258,12596,8128919,14001,519,79,2,10
1771975442,890,1065,6144,0,602600,26891274688,26306510848,32768000087,32768000000,2143394,12601,8130357,14008,520,79,2,10
1771975444,892,1067,6144,0,602600,26952407488,26367590400,32768000087,32768000000,2151783,12651,8152864,14065,521,79,2,10
1771975446,894,1067,6144,0,602600,27013482944,26428538880,32768000087,32768000000,2153075,12659,8154642,14075,521,79,2,10
1771975448,896,1067,6144,0,602600,27074615744,26489880576,32768000087,32768000000,2157867,12695,8168701,14113,522,79,2,10
1771975450,898,1066,6144,0,602600,27135711680,26550829056,32768000087,32768000000,2163392,12722,8188682,14148,522,79,2,10
1771975452,900,1065,6144,0,602600,27196787136,26611908608,32768000087,32768000000,2164997,12733,8190677,14161,523,79,2,10
1771975454,902,1065,6144,0,602600,27257899456,26672988160,32768000087,32768000000,2170431,12780,8196397,14207,523,80,2,10
1771975456,904,1067,6144,0,602600,27318901184,26734067712,32768000087,32768000000,2176218,12809,8216478,14243,524,80,2,10
1771975458,906,1066,6144,0,602600,27379947968,26795147264,32768000087,32768000000,2180885,12846,8221289,14280,524,80,2,10
1771975460,908,1065,6144,0,602600,27441011136,26856226816,32768000087,32768000000,2182776,12862,8224072,14301,525,80,2,10
1771975462,910,1065,6144,0,602600,27502086592,26917175296,32768000087,32768000000,2188112,12884,8243448,14331,526,80,2,10
1771975464,912,1065,6144,0,602600,27563166144,26978193408,32768000087,32768000000,2192544,12919,8248322,14369,526,80,2,10
1771975466,914,1067,6144,0,602600,27624221120,27039391744,32768000087,32768000000,2193968,12929,8250232,14381,527,80,2,10
1771975468,916,1067,6144,0,602600,27685321152,27100471296,32768000087,32768000000,2202028,12974,8272280,14433,527,80,2,10
1771975470,918,1067,6144,0,602600,27746351552,27161288704,32768000087,32768000000,2203562,12986,8274452,14447,528,80,2,10
1771975472,920,1052,6144,0,602600,27807443392,27222368256,32768000087,32768000000,2204612,12990,8275836,14453,528,80,2,10
1771975474,922,1067,6144,0,602600,27868498368,27283709952,32768000087,32768000000,2213474,13046,8298894,14516,529,80,2,10
1771975476,924,1067,6144,0,602600,27929639360,27344740352,32768000087,32768000000,2215065,13057,8300859,14529,530,80,2,10
1771975478,926,1065,6144,0,602600,27990702528,27405676544,32768000087,32768000000,2219294,13089,8305242,14562,530,80,2,10
1771975480,928,1067,6144,0,602600,28051765696,27466625024,32768000087,32768000000,2224819,13116,8325223,14597,531,80,2,10
1771975482,930,1066,6144,0,602600,28112869824,27527966720,32768000087,32768000000,2225869,13120,8326607,14603,531,81,2,10
1771975484,932,1067,6144,0,602600,28173920704,27589046272,32768000087,32768000000,2230267,13155,8331305,14639,532,81,2,10
1771975486,934,1066,6144,0,602600,28234996160,27649994752,32768000087,32768000000,2235972,13182,8351606,14675,532,81,2,10
1771975488,936,1067,6144,0,602600,28296120768,27710943232,32768000087,32768000000,2240404,13217,8356338,14711,533,81,2,10
1771975490,938,1067,6144,0,602600,28357220800,27772284928,32768000087,32768000000,2241938,13229,8358510,14725,534,81,2,10
1771975492,940,1065,6144,0,602600,28418312640,27833282560,32768000087,32768000000,2246979,13248,8377703,14752,534,81,2,10
1771975494,942,1067,6144,0,602600,28479420864,27894231040,32768000087,32768000000,2251631,13287,8382857,14792,535,81,2,10
1771975496,944,1067,6144,0,602600,28540524992,27955441664,32768000087,32768000000,2259271,13314,8387534,14826,535,81,2,10
1771975498,946,1065,6144,0,602600,28601629120,28016521216,32768000087,32768000000,2267330,13359,8409581,14878,536,81,2,10
1771975500,948,1066,6144,0,602600,28662770112,28077731840,32768000087,32768000000,2268864,13371,8411753,14892,536,81,2,10
1771975502,950,1067,6144,0,602600,28723874240,28138606592,32768000087,32768000000,2269914,13375,8413137,14898,537,81,2,10
1771975504,952,1067,6144,0,602600,28784953792,28199817216,32768000087,32768000000,2278491,13428,8436006,14958,537,81,2,10
1771975506,954,1067,6144,0,602600,28846090688,28260954112,32768000087,32768000000,2279783,13436,8437784,14968,538,81,2,10
1771975508,956,1065,6144,0,602600,28907157952,28321902592,32768000087,32768000000,2284431,13470,8451700,15004,539,82,2,10
1771975510,958,1067,6144,0,602600,28968315328,28383113216,32768000087,32768000000,2289956,13497,8471681,15039,539,82,2,10
1771975512,960,1065,6144,0,602600,29029431744,28444192768,32768000087,32768000000,2291006,13501,8473065,15045,540,82,2,10
1771975514,962,1067,6144,0,602600,29090564544,28505272320,32768000087,32768000000,2295919,13542,8478356,15087,540,82,2,10
1771975516,964,1066,6144,0,602600,29151640000,28566351872,32768000087,32768000000,2301497,13568,8498126,15121,541,82,2,10
1771975518,966,1067,6144,0,602600,29212780992,28627562496,32768000087,32768000000,2305582,13598,8502365,15152,541,82,2,10
1771975520,968,1066,6144,0,602600,29273844160,28688773120,32768000087,32768000000,2307116,13610,8504537,15166,542,82,2,10
1771975522,970,1066,6144,0,602600,29334952384,28749721600,32768000087,32768000000,2312186,13634,8524208,15198,542,82,2,10
1771975524,972,1067,6144,0,602600,29396052416,28810670080,32768000087,32768000000,2317491,13680,8529319,15245,543,82,2,10
1771975526,974,1067,6144,0,602600,29457164736,28872142848,32768000087,32768000000,2319447,13696,8531719,15262,544,82,2,10
1771975528,976,1067,6144,0,602600,29518387648,28933206016,32768000087,32768000000,2328353,13752,8554739,15324,544,82,2,10
1771975530,978,1067,6144,0,602600,29579475392,28994154496,32768000087,32768000000,2330195,13767,8557473,15344,545,82,2,10
1771975532,980,1051,6144,0,602600,29640640960,29055365120,32768000087,32768000000,2331540,13774,8559040,15353,545,82,2,10
1771975534,982,1067,6144,0,602600,29701753280,29116575744,32768000087,32768000000,2339741,13821,8581629,15411,546,83,2,10
1771975536,984,1067,6144,0,602600,29762869696,29177655296,32768000087,32768000000,2340967,13828,8583407,15421,546,83,2,10
1771975538,986,1067,6144,0,602600,29823965632,29238472704,32768000087,32768000000,2344837,13855,8587645,15452,547,83,2,10
1771975540,988,1067,6144,0,602600,29885041088,29299945472,32768000087,32768000000,2350230,13880,8607626,15487,547,83,2,10
1771975542,990,1067,6144,0,602600,29946132928,29361025024,32768000087,32768000000,2351280,13884,8609010,15493,548,83,2,10
1771975544,992,1065,6144,0,602600,30006655424,29421580288,32768000087,32768000000,2355536,13917,8614070,15532,549,83,2,10
1771975546,994,1067,6144,0,602600,30067796416,29482602496,32768000087,32768000000,2361175,13943,8634371,15568,549,83,2,10
1771975548,996,1067,6144,0,602600,30128896448,29543550976,32768000087,32768000000,2365255,13973,8639037,15603,550,83,2,10
1771975550,998,1066,6144,0,602600,30190025152,29604499456,32768000087,32768000000,2366657,13983,8641209,15617,550,83,2,10
1771975552,1000,1066,6144,0,602600,30251162048,29665972224,32768000087,32768000000,2371698,14002,8660402,15644,551,83,2,10
1771975554,1002,1067,6144,0,602600,30312217024,29726920704,32768000087,32768000000,2375876,14034,8665128,15680,551,83,2,10
1771975556,1004,1067,6144,0,602600,30373349824,29787869184,32768000087,32768000000,2383516,14061,8669805,15714,552,84,2,10
1771975558,1006,1067,6144,0,602600,30434380224,29849079808,32768000087,32768000000,2391719,14108,8691996,15768,552,84,2,10
1771975560,1008,1065,6144,0,602600,30495545792,29910290432,32768000087,32768000000,2410551,14175,8705970,15828,553,84,2,10
1771975562,1010,1067,6144,0,602600,30556682688,29971369984,32768000087,32768000000,2419887,14205,8711558,15853,554,84,2,10
1771975564,1012,1067,6144,0,602600,30617807296,30032318464,32768000087,32768000000,2428188,14254,8733999,15909,554,84,2,10
1771975566,1014,1067,6144,0,602600,30678948288,30093234176,32768000087,32768000000,2441810,14333,10070817,15979,555,84,2,10
1771975568,1016,1065,6144,0,602600,30740064704,30153809920,32768000087,32768000000,2450523,14415,10089402,16062,555,84,2,10
1771975570,1018,1057,6144,0,602600,30801193408,30214758400,32768000087,32768000000,2462816,14516,10117539,16176,556,84,2,10
1771975572,1020,1065,6144,0,602600,30862285248,30275969024,32768000087,32768000000,2464459,14526,10119292,16188,556,84,2,10
1771975574,1022,1067,6144,0,602600,30923479488,30336847872,32768000087,32768000000,2473359,14611,10129540,16279,557,84,2,10
1771975576,1024,1067,6144,0,602600,30984673728,30397796352,32768000087,32768000000,2479576,14644,10150047,16322,557,84,2,10
1771975578,1026,1067,6144,0,602600,31045753280,30459006976,32768000087,32768000000,2483987,14677,10154768,16358,558,84,2,10
1771975580,1028,1065,6144,0,602600,31106890176,30520315904,32768000087,32768000000,2485392,14687,10156943,16372,559,84,2,10
1771975582,1030,1065,6144,0,602600,31168047552,30581211136,32768000087,32768000000,2490433,14706,10176136,16399,559,85,2,10
1771975584,1032,1067,6144,0,602600,31229131200,30642290688,32768000087,32768000000,2494569,14737,10180862,16435,560,85,2,10
1771975586,1034,1067,6144,0,602600,31290259904,30703501312,32768000087,32768000000,2495795,14744,10182640,16445,560,85,2,10
1771975588,1036,1067,6144,0,602600,31351441856,30764240896,32768000087,32768000000,2503744,14787,10204753,16498,561,85,2,10
1771975590,1038,1065,6144,0,602600,31406565824,30819098624,32768000087,32768000000,2505146,14797,10206925,16512,561,85,2,10
1771975592,1040,1052,6144,0,602600,31467751872,30880309248,32768000087,32768000000,2506196,14801,10208309,16518,562,85,2,10
1771975594,1042,1065,6144,0,602600,31528827328,30940798976,32768000087,32768000000,2514233,14846,10230750,16574,562,85,2,10
1771975596,1044,1065,6144,0,602600,31589984704,31001878528,32768000087,32768000000,2515459,14853,10232528,16584,563,85,2,10
1771975598,1046,1065,6144,0,602600,31651019200,31062958080,32768000087,32768000000,2519473,14882,10236910,16617,563,85,2,10
