Time	wtime	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1771973934	119	1847	36944	0	152928	6592	0	55	0	308954	1799	616042	2095	0	456	24	24
1771973936	121	1847	36944	0	152928	6592	0	55	0	312800	1828	620380	2125	0	463	24	24
1771973938	123	1847	36944	0	152928	6592	0	55	0	314402	1838	622124	2137	0	471	24	24
1771973940	125	1847	36944	0	152928	6592	0	55	0	319927	1865	642105	2172	0	478	24	24
1771973942	127	1847	36944	0	152928	6592	0	55	0	323443	1889	645983	2197	0	486	24	24
1771973944	129	1829	36944	0	152928	6592	0	55	0	325287	1903	648121	2213	0	495	24	24
1771973946	131	1846	36944	0	152928	6592	0	55	0	333616	1950	679877	2268	0	502	24	24
1771973948	133	1846	36944	0	152928	6592	0	55	0	335218	1960	681621	2280	0	510	24	24
1771973950	135	1846	36944	0	152928	6592	0	55	0	336752	1972	683793	2294	0	517	24	24
1771973952	137	1847	36944	0	152928	6592	0	55	0	344259	2011	705480	2340	0	525	24	24
1771973954	139	1847	36944	0	152928	6592	0	55	0	346799	2033	708338	2364	0	533	24	24
1771973956	141	1847	36944	0	152928	6592	0	55	0	350852	2064	712727	2395	0	540	24	24
1771973958	143	1847	36944	0	152928	6592	0	55	0	356884	2093	732995	2433	0	548	24	24
1771973960	145	1847	36944	0	152928	6592	0	55	0	358628	2106	735167	2447	0	557	24	24
1771973962	147	1846	36944	0	152928	6592	0	55	0	361934	2129	739045	2472	0	563	24	24
1771973964	149	1847	36944	0	152928	6592	0	55	0	367835	2159	759086	2510	0	571	24	24
1771973966	151	1847	36944	0	152928	6592	0	55	0	371681	2188	763424	2540	0	579	24	24
1771973968	153	1847	36944	0	152928	6592	0	55	0	373283	2198	765168	2552	0	587	24	24
1771973970	155	1847	36944	0	152928	6592	0	55	0	384919	2293	792394	2659	0	595	24	24
1771973972	157	1847	36944	0	152928	6592	0	55	0	388533	2317	796390	2686	0	602	24	24
1771973974	159	1846	36944	0	152928	6592	0	55	0	390646	2333	798719	2705	0	610	24	24
1771973976	161	1847	36944	0	152928	6592	0	55	0	397394	2368	804775	2748	0	617	24	24
1771973978	163	1846	36944	0	152928	6592	0	55	0	419695	2452	835431	2826	0	625	24	24
1771973980	165	1847	36944	0	152928	6592	0	55	0	426910	2480	840874	2853	0	632	24	24
1771973982	167	1829	36944	0	152928	6592	0	55	0	430753	2503	845444	2881	0	640	24	24
1771973984	169	1847	36944	0	152928	6592	0	55	0	437078	2538	866003	2925	0	648	24	24
